"Total of %d record(s) have been deleted.","Usunięto %d wpis(ów)."
"Total of %d record(s) have been updated.","Uaktualniono %d wpis(ów)."
"Total of %d record(s) were canceled.","Anulowano %d wpis(ów)."
"Total of %d record(s) were deleted","Usunięto %d wpis(ów)"
"Total of %d record(s) were deleted.","Usunięto %d wpis(ów)."
"Total of %d record(s) were updated","Uaktualniono %d wpis(ów)"
"Total of %d record(s) were updated.","Uaktualniono %d wpis(ów)."
"Track Order","Śledź zamówienie"
"Track this shipment","Śledź tę dostawę"
"Tracking number %s for %s assigned","Kod śledzenia %s dla %s został przyporządkowany"
"Tracking number cannot be empty.","Numer przesyłki nie może by pusty."
"Transaction Data","Dane transakcji"
"Transaction Details","Szczegóły transakcji"
"Transaction ID","ID transakcji"
"Transaction Type","Typ transakcji"
"Transactional Emails","E-maile sprzedażowe"
"Transactions","Transakcje"
"Try Magento Go for Free","Wypróbuj za darmo Magento Go"
"Type","Typ"
"Type:","Typ:"
"URL Rewrite","Przekierowania URL"
"URL Rewrite Information","Informacje przekierowania URL"
"URL Rewrite Management","Zarządzanie przekierowaniami URL"
"Unable to cancel the credit memo.","Nie udało się anulować faktury korygującej."
"Unable to find a Email Template to delete.","Nie znaleziono szablonu e-mail do usunięcia."
"Unable to find a poll to delete.","Nie można znaleźć ankiety do usunięcia."
"Unable to find a tag to delete.","Nie znaleziono tagu do usunięcia."
"Unable to find a user to delete.","Nie znaleziono użytkownika do usunięcia."
"Unable to initialize import model","Nie można zainicjować modelu importu"
"Unable to refresh lifetime statistics.","Nie udało się odświerzyć calkowitych statystyk."
"Unable to refresh recent statistics.","Nie udało się odświerzyć najnowszych statystyk."
"Unable to save Cron expression","Nie można zapisać wyrażenia cron."
"Unable to save the cron expression.","Nie można zapisać wyrażenia cron."
"Unable to save the invoice.","Nie można zapisać faktury."
"Unable to send the invoice email.","Nie można wysłać e-mail faktury."
"Unable to send the shipment email.","Nie można wysłać e-mail dostawy."
"Unable to update transaction details.","Nie można zaktualizować danych transakcji."
"Unable to void the credit memo.","Nie udało się unieważnić faktury korygującej."
"Unknown","Nieznany"
"Unlimited","Nielimitowany"
"Update","Aktualizuj"
"Updated At","Zaktualizowano"
"Upload File","Załaduj plik"
"Upload Files","Załaduj pliki"
"Upload HTTP Error","Błąd przesyłania HTTP"
"Upload I/O Error","Błąd przesyłania I/O"
"Upload Security Error","Błąd bezpieczeństwa przesyłania"
"Upload import file","Załaduj plik importu"
"Uploaded file is larger than %.2f kilobytes allowed by server","Załadowany plik jest większy niż %s2f Kb dozwolonych na serwerze"
"Use All Available Attributes","Użyj wszystkie dostępne cechy"
"Use Config Settings","Użyj ustawień konfiguracyjnych"
"Use Default","Użyj domyślnych"
"Use Default Value","Użyj wartości domyślnej"
"Use Default Variable Values","Użyj domyślnych wartości zmiennych"
"Use FTP Connection","Użyj połączenia FTP"
"Use Website","Użyj witryny"
"Used Currently For","Używane aktualnie dla"
"Used as Default For","Używane jako domyślne dla"
"User Email","E-mail użytkownika"
"User ID","ID użytkownika"
"User Info","Info użytkownika"
"User Information","Informacja o użytkowniku"
"User Name","Nazwa użytkownika"
"User Name is required field.","Nazwa użytkownia jest polem wymaganym."
"User Name:","Nazwa użytkownika:"
"User Password","Hasło użytkownika"
"User Role","Rola użytkownika"
"User Roles","Role użytkownika"
"User Roles Information","Informacja o rolach użytkownika"
"User Type Resources","Zasoby typu użytkownika"
"User name","Nazwa użytkownika"
"Users","Użytkownicy"
"VAT Number is Invalid","Numer NIP (VAT UE) jest nieprawidłowy"
"VAT Number is Valid","Numer NIP (VAT UE) jest poprawny"
"Validation Results","Rezultat walidacji"
"Value","Wartość"
"Value Delimiter:","Separator wartości"
"Variable","Zmienna"
"Variable Code","Kod zmiennej"
"Variable HTML Value","Wartość HTML zmiennej"
"Variable ID","ID zmiennej"
"Variable Name","Nazwa zmiennej"
"Variable Plain Value","Prosta wartość zemiennej"
"Verifier code: %s","Kod weryfikacyjny: %s"
"View Actions XML","Zobacz XML operacji"
"View Full Size","Zobacz pełen rozmiar"
"View Memo","Zobacz korektę"
"View Memo for #%s","Zobacz korektę dla nr %s"
"View Shipment","Zobacz dostawę"
"View Statistics For:","Zobacz statystyki dla:"
"Visibility:","Widoczność:"
"Warning","Ostrzeżenie"
"Warning! Empty value can cause problems with CSV format.","Uwaga! Pusta wartość może spowodować problemy z formatem CSV."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Ostrzeżenie!\r\nTo działanie usunie użytkownika z już przypisanej roli\r\nCzy na pewno togo chcesz?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Ostrzeżenie!\r\nTo działanie usunie użytkowników z już przypisanych ról\r\nCzy na pewno togo chcesz?"
"Warning: Please do not close the window during importing/exporting data","Ostrzeżenie: Nie zamykaj okna podczas importu/eksportu danych"
"Watermark File for %s","Plik znaku wodnego dla %s"
"We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>","Doceniamy informacje przekazywane przez naszych użytkowników, proszę <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">wziąć udział w ankiecie</a>, aby dać nam lepszy pogląd na funkcjonalności, jakie chcecie zobaczyć w Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Usuń to powiadomienie</a> "
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","Właśnie jesteśmy w trakcie ulepszania Magento. Dziękujemy za cierpliwość."
"Web Section","Sekcja internetowa"
"Web Services","Usługi sieciowe"
"Web services","Usługi sieciowe"
"Website","Witryna"
"What is this?","Co to jest?"
"Wishlist Report","Raport schowka"
"Wishlist item is not loaded.","Produkt schowka nie jest załadowany."
"Wrong account specified.","Wybrano nieprawidłowe konto."
"Wrong billing agreement ID specified.","Wybrano nieprawidłowe ID umowy rozliczeniowej."
"Wrong column format.","Nieprawidłowy format kolumny."
"Wrong newsletter template.","Nieprawidłowy szablon newslettera."
"Wrong quote item.","Nieprawidłowy element zapytania."
"Wrong tab configuration.","Nieprawidłowa konfiguracja zakładki."
"Wrong tag was specified.","Wybrano nieprawidłowy tag."
"Wrong transaction ID specified.","Wybrano nieprawidłowe ID transakcji."
"XML","XML"
"XML data is invalid.","Dane XML są niepoprawne."
"XML object is not instance of ""Varien_Simplexml_Element"".","Obiek XML nie jest instancją ""Varien_Simplexml_Element""."
"YTD","Od początku roku"
"Year","Rok"
"Yes","Tak"
"Yes (301 Moved Permanently)","Tak (301 Stałe przekierowanie)"
"Yes (302 Found)","Tak (302 Znaleziono)"
"Yes (only price with tax)","Tak (tylko cena z podatkiem)"
"You cannot delete your own account.","Nie możesz usunąć swojego własnego konta."
"You have %s unread message(s).","Masz nieprzeczyatne wiadomości (%s)."
"You have %s unread message(s). <a href=""%s"">Go to messages inbox</a>.","Masz nieprzeczyatne wiadomości (%s). <a href=""%s"">Przejdź do skrzynki pocztowej</a>."
"You have %s, %s and %s unread messages. <a href=""%s"">Go to messages inbox</a>.","Masz %s, %s i %s nieprzeczyatnych wiadomości. <a href=""%s"">Przejdź do skrzynki pocztowej</a>."
"You have logged out.","Wylogowanie zakończone."
"You have not enough permissions to use this functionality.","Nie masz wystarczających uprawnień by skorzystać z tej funkcji."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","Musisz mieć uruchomioną obsługę JavaScript w przeglądarce, żeby korzystać z tej witryny."
"You need to specify order items.","Musisz wybrać elementy zamówienia."
"You will need to wait when the action ends.","Musisz poczekać aż operacja się zakończy."
"Your answers contain duplicates.","Twoje odpowiedzi zawierają powtórzenia."
"Your password has been updated.","Twoje hasło zostało zaktualizowane."
"Your password reset link has expired.","Link resteowania hasła utracił ważność."
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Twoje ustawienia PHP nie pozwalają na wysłanie więcej niż %s plików na raz. Zmodyfikuj wartości post_max_size (obecnie %s) oraz upload_max_filesize (obecnie %s) w php.ini jeśli chcesz wysyłać większe pliki."
"Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider.","Twój serwer jest skonfigurowany nieprawidłowo. W rezultacie, pliki konfiguracyjne zawierające wrażliwe informacje, są dostępne z zewnątrz. Proszę skontaktować się z administracją serwera."
"Zip/Postal Code","Kod pocztowy"
"Zip/Postal Code:","Kod pocztowy"
"[ deleted ]","[ usunięty ]"
"[GLOBAL]","[GLOBALNY]"
"[STORE VIEW]","[WIDOK SKLEPU]"
"[WEBSITE]","[WITRYNA]"
"b","b"
"close","zamknij"
"critical","krytyczny"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","przykład: ""sitemap/"" lub ""/"" dla ścieżki bazowej (musi mieć prawa do zapisu)"
"example: sitemap.xml","przykład: sitemap.xml"
"failed","nieudane"
"from","od"
"major","ważne"
"minor","drobne"
"notice","informacja"
"store(%s) scope","zakres sklepu (%s)"
"successful","zakończona pomyślnie"
"to","do"
"website(%s) scope","zakres witryny (%s)"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} nie jest zalecany do użycia w środowisku produkcyjnym do deklarowania URL bazowego / Bezpiecznego URL bazowego. Zaleca się zmianę tych ustawień w <a href=""%s"">konfiguracji</a> Magento."
"CMS Block","Blok CMS"
"Is Anchor","Filtry"
"Available Product Listing Sort By","Dostępne metody sortowania produktów"
"Default Product Listing Sort By","Domyślna metoda sortowania produktów"
"Layered Navigation Price Step","Filtr cenowy - przedziały po"
"Use Parent Category Settings","Użyj ustawień nadrzędnej kategorii"
"Apply To Products","Zastosuj do produktów"
"Active From","Aktywne Od"
"Active To","Aktywne Do"
"Custom Layout Update","Niestandardowa Aktualizacja Układ"
